c5_id,input,prediction_strings,results
19891105044249A,"{'doc_key': 'faa/1435_19891105044249A', 'sentences': {0: ['landed', '.'], 1: ['dropped', 'passenger', '.'], 2: ['rose', 'to', 'land', 'on', 'far', 'side', 'of', 'wires', '.'], 3: ['burners', 'failed', '.'], 4: ['hit', 'wires', '.'], 5: ['actuator', 'wire', 'was', 'broken', '.']}, 'token_maps': {0: [0, 1], 1: [2, 3, 4], 2: [5, 6, 7, 8, 9, 10, 11, 12, 13], 3: [14, 15, 16], 4: [17, 18, 19], 5: [20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (1, 0), 3: (1, 1), 4: (1, 2), 5: (2, 0), 6: (2, 1), 7: (2, 2), 8: (2, 3), 9: (2, 4), 10: (2, 5), 11: (2, 6), 12: (2, 7), 13: (2, 8), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (4, 0), 18: (4, 1), 19: (4, 2), 20: (5, 0), 21: (5, 1), 22: (5, 2), 23: (5, 3), 24: (5, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19891105044249A,"{'doc_key': 'faa/1435_19891105044249A', 'sentences': {0: ['landed', '.'], 1: ['dropped', 'passenger', '.'], 2: ['rose', 'to', 'land', 'on', 'far', 'side', 'of', 'wires', '.'], 3: ['burners', 'failed', '.'], 4: ['hit', 'wires', '.'], 5: ['actuator', 'wire', 'was', 'broken', '.']}, 'token_maps': {0: [0, 1], 1: [2, 3, 4], 2: [5, 6, 7, 8, 9, 10, 11, 12, 13], 3: [14, 15, 16], 4: [17, 18, 19], 5: [20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (1, 0), 3: (1, 1), 4: (1, 2), 5: (2, 0), 6: (2, 1), 7: (2, 2), 8: (2, 3), 9: (2, 4), 10: (2, 5), 11: (2, 6), 12: (2, 7), 13: (2, 8), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (4, 0), 18: (4, 1), 19: (4, 2), 20: (5, 0), 21: (5, 1), 22: (5, 2), 23: (5, 3), 24: (5, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]', 4: 'None [+ E]'}",None [+ E]
19891105044249A,"{'doc_key': 'faa/1435_19891105044249A', 'sentences': {0: ['landed', '.'], 1: ['dropped', 'passenger', '.'], 2: ['rose', 'to', 'land', 'on', 'far', 'side', 'of', 'wires', '.'], 3: ['burners', 'failed', '.'], 4: ['hit', 'wires', '.'], 5: ['actuator', 'wire', 'was', 'broken', '.']}, 'token_maps': {0: [0, 1], 1: [2, 3, 4], 2: [5, 6, 7, 8, 9, 10, 11, 12, 13], 3: [14, 15, 16], 4: [17, 18, 19], 5: [20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (1, 0), 3: (1, 1), 4: (1, 2), 5: (2, 0), 6: (2, 1), 7: (2, 2), 8: (2, 3), 9: (2, 4), 10: (2, 5), 11: (2, 6), 12: (2, 7), 13: (2, 8), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (4, 0), 18: (4, 1), 19: (4, 2), 20: (5, 0), 21: (5, 1), 22: (5, 2), 23: (5, 3), 24: (5, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]', 4: 'None [+ E]', 5: 'None [+ E]'}",None [+ E]
19891105044249A,"{'doc_key': 'faa/1435_19891105044249A', 'sentences': {0: ['landed', '.'], 1: ['dropped', 'passenger', '.'], 2: ['rose', 'to', 'land', 'on', 'far', 'side', 'of', 'wires', '.'], 3: ['burners', 'failed', '.'], 4: ['hit', 'wires', '.'], 5: ['actuator', 'wire', 'was', 'broken', '.']}, 'token_maps': {0: [0, 1], 1: [2, 3, 4], 2: [5, 6, 7, 8, 9, 10, 11, 12, 13], 3: [14, 15, 16], 4: [17, 18, 19], 5: [20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (1, 0), 3: (1, 1), 4: (1, 2), 5: (2, 0), 6: (2, 1), 7: (2, 2), 8: (2, 3), 9: (2, 4), 10: (2, 5), 11: (2, 6), 12: (2, 7), 13: (2, 8), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (4, 0), 18: (4, 1), 19: (4, 2), 20: (5, 0), 21: (5, 1), 22: (5, 2), 23: (5, 3), 24: (5, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]', 4: 'None [+ E]', 5: 'None [+ E]'}",None [+ E]
19891128047319A,"{'doc_key': 'faa/1436_19891128047319A', 'sentences': {0: ['took', 'off', 'with', 'cargo', 'line', 'attached', '.'], 1: ['line', 'struck', 'trails', ',', 'rebounded', 'and', 'fouled', 'rotor', 'blades', '.'], 2: ['crashed', 'in', 'field', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 2: [17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (1, 3), 11: (1, 4), 12: (1, 5), 13: (1, 6), 14: (1, 7), 15: (1, 8), 16: (1, 9), 17: (2, 0), 18: (2, 1), 19: (2, 2), 20: (2, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19891128047319A,"{'doc_key': 'faa/1436_19891128047319A', 'sentences': {0: ['took', 'off', 'with', 'cargo', 'line', 'attached', '.'], 1: ['line', 'struck', 'trails', ',', 'rebounded', 'and', 'fouled', 'rotor', 'blades', '.'], 2: ['crashed', 'in', 'field', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 2: [17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (1, 3), 11: (1, 4), 12: (1, 5), 13: (1, 6), 14: (1, 7), 15: (1, 8), 16: (1, 9), 17: (2, 0), 18: (2, 1), 19: (2, 2), 20: (2, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'line ## struck trails , -> cargo line ## attached . | ;;'}","line ## struck trails , -> cargo line ## attached . | ;;"
19891128047319A,"{'doc_key': 'faa/1436_19891128047319A', 'sentences': {0: ['took', 'off', 'with', 'cargo', 'line', 'attached', '.'], 1: ['line', 'struck', 'trails', ',', 'rebounded', 'and', 'fouled', 'rotor', 'blades', '.'], 2: ['crashed', 'in', 'field', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 2: [17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (1, 3), 11: (1, 4), 12: (1, 5), 13: (1, 6), 14: (1, 7), 15: (1, 8), 16: (1, 9), 17: (2, 0), 18: (2, 1), 19: (2, 2), 20: (2, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'line ## struck trails , -> cargo line ## attached . | ;;'}",None [+ E]
19891227064729A,"{'doc_key': 'faa/1437_19891227064729A', 'sentences': {0: ['practice', 'icing', 'takeoffs', 'and', 'landings', ',', 'controller', 'instructed', 'go', 'around', '.'], 1: ['engine', 'quit', ',', 'landed', 'in', 'snow', ',', 'flipped', 'over', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 1: [11, 12, 13, 14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (1, 0), 12: (1, 1), 13: (1, 2), 14: (1, 3), 15: (1, 4), 16: (1, 5), 17: (1, 6), 18: (1, 7), 19: (1, 8), 20: (1, 9)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19891227064729A,"{'doc_key': 'faa/1437_19891227064729A', 'sentences': {0: ['practice', 'icing', 'takeoffs', 'and', 'landings', ',', 'controller', 'instructed', 'go', 'around', '.'], 1: ['engine', 'quit', ',', 'landed', 'in', 'snow', ',', 'flipped', 'over', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 1: [11, 12, 13, 14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (1, 0), 12: (1, 1), 13: (1, 2), 14: (1, 3), 15: (1, 4), 16: (1, 5), 17: (1, 6), 18: (1, 7), 19: (1, 8), 20: (1, 9)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19891227064179I,"{'doc_key': 'faa/1438_19891227064179I', 'sentences': {0: ['tower', 'advised', 'pilot', 'fuel', 'venting', 'from', 'tank', 'after', 'departure', '.'], 1: ['returned', '.'], 2: ['spring', 'loaded', 'fuel', 'cap', 'had', 'popped', 'open', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [10, 11], 2: [12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (1, 0), 11: (1, 1), 12: (2, 0), 13: (2, 1), 14: (2, 2), 15: (2, 3), 16: (2, 4), 17: (2, 5), 18: (2, 6), 19: (2, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19891227064179I,"{'doc_key': 'faa/1438_19891227064179I', 'sentences': {0: ['tower', 'advised', 'pilot', 'fuel', 'venting', 'from', 'tank', 'after', 'departure', '.'], 1: ['returned', '.'], 2: ['spring', 'loaded', 'fuel', 'cap', 'had', 'popped', 'open', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [10, 11], 2: [12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (1, 0), 11: (1, 1), 12: (2, 0), 13: (2, 1), 14: (2, 2), 15: (2, 3), 16: (2, 4), 17: (2, 5), 18: (2, 6), 19: (2, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19891227064179I,"{'doc_key': 'faa/1438_19891227064179I', 'sentences': {0: ['tower', 'advised', 'pilot', 'fuel', 'venting', 'from', 'tank', 'after', 'departure', '.'], 1: ['returned', '.'], 2: ['spring', 'loaded', 'fuel', 'cap', 'had', 'popped', 'open', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [10, 11], 2: [12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (1, 0), 11: (1, 1), 12: (2, 0), 13: (2, 1), 14: (2, 2), 15: (2, 3), 16: (2, 4), 17: (2, 5), 18: (2, 6), 19: (2, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19891207063649I,"{'doc_key': 'faa/1439_19891207063649I', 'sentences': {0: ['oil', 'exhaustion', 'on', 'student', 'cross-country', 'flight', '.'], 1: ['forced', 'landing', '.'], 2: ['oil', 'filler', 'cap', 'not', 'secured', '.'], 3: ['engine', 'oil', 'siphoned', 'out']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9], 2: [10, 11, 12, 13, 14, 15], 3: [16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (2, 0), 11: (2, 1), 12: (2, 2), 13: (2, 3), 14: (2, 4), 15: (2, 5), 16: (3, 0), 17: (3, 1), 18: (3, 2), 19: (3, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19891207063649I,"{'doc_key': 'faa/1439_19891207063649I', 'sentences': {0: ['oil', 'exhaustion', 'on', 'student', 'cross-country', 'flight', '.'], 1: ['forced', 'landing', '.'], 2: ['oil', 'filler', 'cap', 'not', 'secured', '.'], 3: ['engine', 'oil', 'siphoned', 'out']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9], 2: [10, 11, 12, 13, 14, 15], 3: [16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (2, 0), 11: (2, 1), 12: (2, 2), 13: (2, 3), 14: (2, 4), 15: (2, 5), 16: (3, 0), 17: (3, 1), 18: (3, 2), 19: (3, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19891207063649I,"{'doc_key': 'faa/1439_19891207063649I', 'sentences': {0: ['oil', 'exhaustion', 'on', 'student', 'cross-country', 'flight', '.'], 1: ['forced', 'landing', '.'], 2: ['oil', 'filler', 'cap', 'not', 'secured', '.'], 3: ['engine', 'oil', 'siphoned', 'out']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9], 2: [10, 11, 12, 13, 14, 15], 3: [16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (2, 0), 11: (2, 1), 12: (2, 2), 13: (2, 3), 14: (2, 4), 15: (2, 5), 16: (3, 0), 17: (3, 1), 18: (3, 2), 19: (3, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19891207063649I,"{'doc_key': 'faa/1439_19891207063649I', 'sentences': {0: ['oil', 'exhaustion', 'on', 'student', 'cross-country', 'flight', '.'], 1: ['forced', 'landing', '.'], 2: ['oil', 'filler', 'cap', 'not', 'secured', '.'], 3: ['engine', 'oil', 'siphoned', 'out']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9], 2: [10, 11, 12, 13, 14, 15], 3: [16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (2, 0), 11: (2, 1), 12: (2, 2), 13: (2, 3), 14: (2, 4), 15: (2, 5), 16: (3, 0), 17: (3, 1), 18: (3, 2), 19: (3, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19900105006659I,"{'doc_key': 'faa/1440_19900105006659I', 'sentences': {0: ['engine', 'quit', 'after', 'departure', '.'], 1: ['forced', 'landing', 'in', 'field', '.'], 2: ['found', 'three', 'gallons', 'of', 'water', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9], 2: [10, 11, 12, 13, 14, 15, 16, 17]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (2, 0), 11: (2, 1), 12: (2, 2), 13: (2, 3), 14: (2, 4), 15: (2, 5), 16: (2, 6), 17: (2, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19900105006659I,"{'doc_key': 'faa/1440_19900105006659I', 'sentences': {0: ['engine', 'quit', 'after', 'departure', '.'], 1: ['forced', 'landing', 'in', 'field', '.'], 2: ['found', 'three', 'gallons', 'of', 'water', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9], 2: [10, 11, 12, 13, 14, 15, 16, 17]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (2, 0), 11: (2, 1), 12: (2, 2), 13: (2, 3), 14: (2, 4), 15: (2, 5), 16: (2, 6), 17: (2, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
